address,street,num,lat,lon,zone_k5_assigned,school_k5_assigned,walk_min_to_assigned,straight_line_to_assigned_mi,closest_school_by_straight_line,closest_straight_line_mi,margin_mi,is_mismatch,is_high_confidence_mismatch,dist_to_Brown_mi,dist_to_Kennedy_mi,dist_to_WestSomerville_mi,dist_to_WinterHill_mi,dist_to_Healey_mi,dist_to_Argenziano_mi,dist_to_EastSomerville_mi,dest_6_8_assigned,dest_6_8_closest_candidate,dest_6_8_closest_mi,dest_6_8_margin_mi,dest_6_8_is_mismatch
"26 Austin Street, Somerville MA",Austin Street,26,42.387586,-71.080308,East Somerville,East Somerville,8,0.2702,East Somerville,0.2702,0.0,False,False,1.8462,1.8014,2.6824,0.9848,1.0305,1.1082,0.2702,,,,,
"50 Austin Street, Somerville MA",Austin Street,50,42.387802,-71.080284,East Somerville,East Somerville,8,0.2633,East Somerville,0.2633,0.0,False,False,1.8419,1.8017,2.6764,0.9818,1.0216,1.1172,0.2633,,,,,
"74 Austin Street, Somerville MA",Austin Street,74,42.388013,-71.080221,East Somerville,East Somerville,8,0.259,East Somerville,0.259,0.0,False,False,1.8398,1.804,2.6723,0.981,1.0145,1.1279,0.259,,,,,
"1 Autumn Street, Somerville MA",Autumn Street,1,42.388853,-71.087316,East Somerville,East Somerville,5,0.1459,East Somerville,0.1459,0.0,False,False,1.482,1.4399,2.3284,0.6173,0.7266,0.8926,0.1459,,,,,
"26 Autumn Street, Somerville MA",Autumn Street,26,42.388718,-71.087428,East Somerville,East Somerville,5,0.1552,East Somerville,0.1552,0.0,False,False,1.4804,1.4345,2.3284,0.6149,0.7311,0.8818,0.1552,,,,,
"50 Autumn Street, Somerville MA",Autumn Street,50,42.388509,-71.087605,East Somerville,East Somerville,5,0.17,East Somerville,0.17,0.0,False,False,1.478,1.426,2.3282,0.6114,0.7383,0.8649,0.17,,,,,
"74 Autumn Street, Somerville MA",Autumn Street,74,42.3883,-71.087776,East Somerville,East Somerville,5,0.185,East Somerville,0.185,0.0,False,False,1.4761,1.418,2.3284,0.6086,0.746,0.8483,0.185,,,,,
"26 Avon Place, Somerville MA",Avon Place,26,42.383454,-71.089841,East Somerville,East Somerville,12,0.507,East Somerville,0.507,0.0,False,False,1.561,1.3733,2.4404,0.7286,1.0125,0.5447,0.507,,,,,
"50 Avon Place, Somerville MA",Avon Place,50,42.383446,-71.089848,East Somerville,East Somerville,12,0.5077,East Somerville,0.5077,0.0,False,False,1.561,1.3731,2.4405,0.7288,1.013,0.5441,0.5077,,,,,
"74 Avon Place, Somerville MA",Avon Place,74,42.383482,-71.089935,East Somerville,East Somerville,12,0.5079,East Somerville,0.5079,0.0,False,False,1.556,1.3681,2.4355,0.7241,1.0093,0.5418,0.5079,,,,,
"1 Benedict Avenue, Somerville MA",Benedict Avenue,1,42.386972,-71.079939,East Somerville,East Somerville,9,0.3103,East Somerville,0.3103,0.0,False,False,1.8794,1.8236,2.7194,1.0156,1.073,1.1024,0.3103,,,,,
"26 Benedict Avenue, Somerville MA",Benedict Avenue,26,42.386809,-71.079977,East Somerville,East Somerville,9,0.3159,East Somerville,0.3159,0.0,False,False,1.8819,1.8227,2.7232,1.0174,1.0793,1.0952,0.3159,,,,,
"50 Benedict Avenue, Somerville MA",Benedict Avenue,50,42.386999,-71.07994,East Somerville,East Somerville,9,0.3091,East Somerville,0.3091,0.0,False,False,1.8787,1.8234,2.7185,1.0149,1.0717,1.1033,0.3091,,,,,
"74 Benedict Avenue, Somerville MA",Benedict Avenue,74,42.387204,-71.079925,East Somerville,East Somerville,9,0.3013,East Somerville,0.3013,0.0,False,False,1.8741,1.8229,2.7123,1.0112,1.0627,1.1111,0.3013,,,,,
"1 Benedict Street, Somerville MA",Benedict Street,1,42.387516,-71.079956,East Somerville,East Somerville,9,0.2879,East Somerville,0.2879,0.0,False,False,1.8647,1.8197,2.7005,1.0033,1.0472,1.1209,0.2879,,,,,
"26 Benedict Street, Somerville MA",Benedict Street,26,42.387429,-71.07958,East Somerville,East Somerville,9,0.3074,East Somerville,0.3074,0.0,False,False,1.8847,1.8392,2.7203,1.0235,1.0656,1.1342,0.3074,,,,,
"50 Benedict Street, Somerville MA",Benedict Street,50,42.387481,-71.079743,East Somerville,East Somerville,9,0.2984,East Somerville,0.2984,0.0,False,False,1.8757,1.8307,2.7112,1.0145,1.057,1.1289,0.2984,,,,,
"74 Benedict Street, Somerville MA",Benedict Street,74,42.387507,-71.079893,East Somerville,East Somerville,9,0.2909,East Somerville,0.2909,0.0,False,False,1.8679,1.8229,2.7036,1.0066,1.05,1.1233,0.2909,,,,,
"1 Bishop Place, Somerville MA",Bishop Place,1,42.386286,-71.084821,East Somerville,East Somerville,8,0.239,East Somerville,0.239,0.0,False,False,1.6727,1.5814,2.5303,0.8043,0.9449,0.8667,0.239,,,,,
"26 Bishop Place, Somerville MA",Bishop Place,26,42.386431,-71.085052,East Somerville,East Somerville,7,0.2295,East Somerville,0.2295,0.0,False,False,1.6577,1.5684,2.515,0.7892,0.9299,0.863,0.2295,,,,,
"50 Bishop Place, Somerville MA",Bishop Place,50,42.386409,-71.084998,East Somerville,East Somerville,8,0.2309,East Somerville,0.2309,0.0,False,False,1.6608,1.5713,2.5181,0.7924,0.9328,0.8644,0.2309,,,,,
"74 Bishop Place, Somerville MA",Bishop Place,74,42.386386,-71.084944,East Somerville,East Somerville,8,0.2323,East Somerville,0.2323,0.0,False,False,1.664,1.5743,2.5213,0.7956,0.9356,0.8657,0.2323,,,,,
"1 Bonair Street, Somerville MA",Bonair Street,1,42.387928,-71.086887,East Somerville,East Somerville,5,0.1672,East Somerville,0.1672,0.0,False,False,1.5281,1.4648,2.3805,0.6604,0.7919,0.8602,0.1672,,,,,
"26 Bonair Street, Somerville MA",Bonair Street,26,42.387966,-71.088246,East Somerville,East Somerville,6,0.2177,East Somerville,0.2177,0.0,False,False,1.4644,1.3955,2.3205,0.5961,0.754,0.8151,0.2177,,,,,
"50 Bonair Street, Somerville MA",Bonair Street,50,42.388794,-71.089825,East Somerville,East Somerville,8,0.2685,East Somerville,0.2685,0.0,False,False,1.367,1.3121,2.2218,0.499,0.6664,0.8118,0.2685,,,,,
"74 Bonair Street, Somerville MA",Bonair Street,74,42.388996,-71.091352,East Somerville,East Somerville,10,0.3422,East Somerville,0.3422,0.0,False,False,1.2908,1.2338,2.1489,0.4224,0.6241,0.7835,0.3422,,,,,
"1 Broadway Place, Somerville MA",Broadway Place,1,42.386673,-71.080175,East Somerville,East Somerville,9,0.3145,East Somerville,0.3145,0.0,False,False,1.8763,1.8136,2.7191,1.011,1.0785,1.0818,0.3145,,,,,
"26 Broadway Place, Somerville MA",Broadway Place,26,42.386779,-71.081541,East Somerville,East Somerville,8,0.2614,East Somerville,0.2614,0.0,False,False,1.8094,1.7435,2.6551,0.9431,1.0242,1.0253,0.2614,,,,,
"50 Broadway Place, Somerville MA",Broadway Place,50,42.386635,-71.081596,East Somerville,East Somerville,8,0.2676,East Somerville,0.2676,0.0,False,False,1.8108,1.7418,2.6577,0.9441,1.0296,1.0177,0.2676,,,,,
"74 Broadway Place, Somerville MA",Broadway Place,74,42.386479,-71.081678,East Somerville,East Somerville,8,0.2739,East Somerville,0.2739,0.0,False,False,1.8114,1.7389,2.6596,0.9443,1.0346,1.0086,0.2739,,,,,
"1 Brook Street, Somerville MA",Brook Street,1,42.387044,-71.085155,East Somerville,East Somerville,6,0.1879,East Somerville,0.1879,0.0,False,False,1.6342,1.5582,2.4878,0.766,0.8923,0.8847,0.1879,,,,,
"26 Brook Street, Somerville MA",Brook Street,26,42.387212,-71.086433,East Somerville,East Somerville,5,0.1955,East Somerville,0.1955,0.0,False,False,1.5705,1.4921,2.4265,0.702,0.846,0.8426,0.1955,,,,,
"50 Brook Street, Somerville MA",Brook Street,50,42.387412,-71.08615,East Somerville,East Somerville,5,0.1768,East Somerville,0.1768,0.0,False,False,1.5774,1.5052,2.4313,0.7092,0.8424,0.8625,0.1768,,,,,
"74 Brook Street, Somerville MA",Brook Street,74,42.387497,-71.0864,East Somerville,East Somerville,5,0.1773,East Somerville,0.1773,0.0,False,False,1.5633,1.4919,2.4174,0.6952,0.8304,0.8571,0.1773,,,,,
"1 Chester Avenue, Somerville MA",Chester Avenue,1,42.38267,-71.090126,East Somerville,East Somerville,13,0.5612,Argenziano,0.5036,0.0576,True,False,1.5835,1.3767,2.4646,0.7631,1.0609,0.5036,0.5612,,,,,
"1 Connecticut Avenue, Somerville MA",Connecticut Avenue,1,42.39,-71.083534,East Somerville,East Somerville,2,0.0632,East Somerville,0.0632,0.0,False,False,1.6349,1.633,2.459,0.7873,0.7968,1.0824,0.0632,,,,,
"26 Connecticut Avenue, Somerville MA",Connecticut Avenue,26,42.389768,-71.083806,East Somerville,East Somerville,2,0.0468,East Somerville,0.0468,0.0,False,False,1.6268,1.6188,2.454,0.7762,0.797,1.0612,0.0468,,,,,
"50 Connecticut Avenue, Somerville MA",Connecticut Avenue,50,42.389909,-71.083659,East Somerville,East Somerville,2,0.0555,East Somerville,0.0555,0.0,False,False,1.6308,1.6265,2.4562,0.782,0.7961,1.0734,0.0555,,,,,
"74 Connecticut Avenue, Somerville MA",Connecticut Avenue,74,42.390051,-71.083506,East Somerville,East Somerville,2,0.0656,East Somerville,0.0656,0.0,False,False,1.6352,1.6345,2.4586,0.7883,0.7956,1.0859,0.0656,,,,,
"10 Crescent Street, Somerville MA",Crescent Street,10,42.382561,-71.080911,East Somerville,East Somerville,17,0.5331,East Somerville,0.5331,0.0,False,False,1.9724,1.8283,2.8397,1.1086,1.2702,0.9389,0.5331,,,,,
"39 Crescent Street, Somerville MA",Crescent Street,39,42.383035,-71.079895,East Somerville,East Somerville,16,0.525,East Somerville,0.525,0.0,False,False,2.0006,1.8705,2.8639,1.1341,1.2751,0.9976,0.525,,,,,
"69 Crescent Street, Somerville MA",Crescent Street,69,42.383238,-71.079756,East Somerville,East Somerville,16,0.5161,East Somerville,0.5161,0.0,False,False,2.0,1.8741,2.862,1.1329,1.2685,1.0084,0.5161,,,,,
"1 Cross Street, Somerville MA",Cross Street,1,42.388383,-71.08635,East Somerville,East Somerville,3,0.1254,East Somerville,0.1254,0.0,False,False,1.5401,1.4904,2.3874,0.6745,0.7815,0.9018,0.1254,,,,,
"34 Cross Street, Somerville MA",Cross Street,34,42.387028,-71.087168,East Somerville,East Somerville,6,0.2254,East Somerville,0.2254,0.0,False,False,1.5427,1.4562,2.402,0.6745,0.8374,0.8064,0.2254,,,,,
"67 Cross Street, Somerville MA",Cross Street,67,42.385469,-71.087815,East Somerville,East Somerville,8,0.3349,East Somerville,0.3349,0.0,False,False,1.5669,1.4397,2.4362,0.7053,0.918,0.7107,0.3349,,,,,
"100 Cross Street, Somerville MA",Cross Street,100,42.384566,-71.088511,East Somerville,East Somerville,10,0.4067,East Somerville,0.4067,0.0,False,False,1.5708,1.4182,2.4451,0.7185,0.9615,0.6445,0.4067,,,,,
"133 Cross Street, Somerville MA",Cross Street,133,42.383465,-71.089951,East Somerville,East Somerville,12,0.5093,East Somerville,0.5093,0.0,False,False,1.5561,1.3677,2.4356,0.7245,1.0102,0.5405,0.5093,,,,,
"166 Cross Street, Somerville MA",Cross Street,166,42.382649,-71.090302,East Somerville,East Somerville,13,0.5669,Argenziano,0.4951,0.0718,True,False,1.5776,1.3688,2.4588,0.7591,1.0601,0.4951,0.5669,,,,,
"1 Cross Street Place, Somerville MA",Cross Street Place,1,42.388281,-71.086674,East Somerville,East Somerville,4,0.1419,East Somerville,0.1419,0.0,False,False,1.5278,1.4742,2.3769,0.6614,0.7777,0.8852,0.1419,,,,,
"26 Cross Street Place, Somerville MA",Cross Street Place,26,42.388249,-71.086416,East Somerville,East Somerville,4,0.1347,East Somerville,0.1347,0.0,False,False,1.5408,1.4875,2.3893,0.6745,0.7871,0.8928,0.1347,,,,,
"50 Cross Street Place, Somerville MA",Cross Street Place,50,42.388301,-71.086543,East Somerville,East Somerville,4,0.1363,East Somerville,0.1363,0.0,False,False,1.5334,1.4808,2.3819,0.6672,0.7804,0.8909,0.1363,,,,,
"74 Cross Street Place, Somerville MA",Cross Street Place,74,42.388352,-71.08667,East Somerville,East Somerville,4,0.1383,East Somerville,0.1383,0.0,False,False,1.526,1.4742,2.3746,0.6599,0.7738,0.8889,0.1383,,,,,
"1 Cutter Street, Somerville MA",Cutter Street,1,42.387086,-71.083894,East Somerville,East Somerville,7,0.1885,East Somerville,0.1885,0.0,False,False,1.6912,1.6219,2.541,0.8238,0.929,0.9375,0.1885,,,,,
"50 Cutter Street, Somerville MA",Cutter Street,50,42.386129,-71.08445,East Somerville,East Somerville,8,0.2502,East Somerville,0.2502,0.0,False,False,1.6945,1.6017,2.5521,0.8261,0.9646,0.8761,0.2502,,,,,
"74 Cutter Street, Somerville MA",Cutter Street,74,42.385916,-71.084604,East Somerville,East Somerville,9,0.2646,East Somerville,0.2646,0.0,False,False,1.6943,1.596,2.5535,0.8261,0.9722,0.8614,0.2646,,,,,
"26 Dana Street, Somerville MA",Dana Street,26,42.387777,-71.090362,East Somerville,East Somerville,10,0.3182,East Somerville,0.3182,0.0,False,False,1.3745,1.2888,2.2379,0.5075,0.7205,0.7384,0.3182,,,,,
"50 Dana Street, Somerville MA",Dana Street,50,42.388048,-71.08981,East Somerville,East Somerville,9,0.2848,East Somerville,0.2848,0.0,False,False,1.3906,1.3155,2.2507,0.5224,0.7137,0.77,0.2848,,,,,
"74 Dana Street, Somerville MA",Dana Street,74,42.388264,-71.089662,East Somerville,East Somerville,9,0.272,East Somerville,0.272,0.0,False,False,1.3906,1.322,2.2487,0.5221,0.7032,0.7865,0.272,,,,,
"1 Delaware Street, Somerville MA",Delaware Street,1,42.385859,-71.089561,East Somerville,East Somerville,10,0.3647,East Somerville,0.3647,0.0,False,False,1.4771,1.3472,2.3484,0.619,0.859,0.6625,0.3647,,,,,
"26 Delaware Street, Somerville MA",Delaware Street,26,42.385923,-71.090348,East Somerville,East Somerville,11,0.39,East Somerville,0.39,0.0,False,False,1.4409,1.3069,2.3137,0.586,0.8418,0.6383,0.39,,,,,
"50 Delaware Street, Somerville MA",Delaware Street,50,42.386063,-71.089886,East Somerville,East Somerville,11,0.3662,East Somerville,0.3662,0.0,False,False,1.4555,1.3283,2.3267,0.5973,0.8401,0.6613,0.3662,,,,,
"74 Delaware Street, Somerville MA",Delaware Street,74,42.386182,-71.090221,East Somerville,East Somerville,11,0.3732,East Somerville,0.3732,0.0,False,False,1.4367,1.3101,2.3081,0.5789,0.8268,0.656,0.3732,,,,,
"1 Dell Street, Somerville MA",Dell Street,1,42.382939,-71.087848,East Somerville,East Somerville,14,0.4965,East Somerville,0.4965,0.0,False,False,1.6635,1.481,2.5414,0.8221,1.0786,0.615,0.4965,,,,,
"34 Dell Street, Somerville MA",Dell Street,34,42.382973,-71.087933,East Somerville,East Somerville,14,0.4957,East Somerville,0.4957,0.0,False,False,1.6586,1.4761,2.5366,0.8175,1.0748,0.6122,0.4957,,,,,
"67 Dell Street, Somerville MA",Dell Street,67,42.382908,-71.088907,East Somerville,East Somerville,13,0.5183,East Somerville,0.5183,0.0,False,False,1.6218,1.4302,2.5011,0.788,1.0626,0.5659,0.5183,,,,,
"100 Dell Street, Somerville MA",Dell Street,100,42.383125,-71.088522,East Somerville,East Somerville,14,0.4967,East Somerville,0.4967,0.0,False,False,1.6283,1.4443,2.5067,0.7895,1.0547,0.5904,0.4967,,,,,
"133 Dell Street, Somerville MA",Dell Street,133,42.383084,-71.088413,East Somerville,East Somerville,14,0.4972,East Somerville,0.4972,0.0,False,False,1.6344,1.4505,2.5128,0.7953,1.0592,0.5939,0.4972,,,,,
"166 Dell Street, Somerville MA",Dell Street,166,42.38323,-71.089222,East Somerville,East Somerville,13,0.5053,East Somerville,0.5053,0.0,False,False,1.5954,1.4081,2.4745,0.7607,1.0365,0.563,0.5053,,,,,
"1 Edmands Street, Somerville MA",Edmands Street,1,42.388573,-71.089631,East Somerville,East Somerville,8,0.2632,East Somerville,0.2632,0.0,False,False,1.3825,1.3225,2.2384,0.5143,0.6844,0.8048,0.2632,,,,,
"26 Edmands Street, Somerville MA",Edmands Street,26,42.388771,-71.089244,East Somerville,East Somerville,9,0.2403,East Somerville,0.2403,0.0,False,False,1.3945,1.3417,2.2476,0.527,0.6809,0.8274,0.2403,,,,,
"50 Edmands Street, Somerville MA",Edmands Street,50,42.389063,-71.088972,East Somerville,East Somerville,7,0.2219,East Somerville,0.2219,0.0,False,False,1.3987,1.3551,2.2487,0.5327,0.6697,0.8519,0.2219,,,,,
"74 Edmands Street, Somerville MA",Edmands Street,74,42.389355,-71.088671,East Somerville,East Somerville,6,0.2033,East Somerville,0.2033,0.0,False,False,1.4048,1.3703,2.2513,0.5409,0.66,0.8772,0.2033,,,,,
"1 Ellsworth Street, Somerville MA",Ellsworth Street,1,42.386932,-71.086122,East Somerville,East Somerville,6,0.207,East Somerville,0.207,0.0,False,False,1.5933,1.51,2.4503,0.7249,0.8709,0.8417,0.207,,,,,
"26 Ellsworth Street, Somerville MA",Ellsworth Street,26,42.386967,-71.086252,East Somerville,East Somerville,6,0.2071,East Somerville,0.2071,0.0,False,False,1.5863,1.5031,2.4434,0.7178,0.8653,0.8383,0.2071,,,,,
"50 Ellsworth Street, Somerville MA",Ellsworth Street,50,42.387044,-71.086475,East Somerville,East Somerville,6,0.2069,East Somerville,0.2069,0.0,False,False,1.5737,1.4912,2.431,0.7053,0.8547,0.8332,0.2069,,,,,
"74 Ellsworth Street, Somerville MA",Ellsworth Street,74,42.387116,-71.086698,East Somerville,East Somerville,5,0.2077,East Somerville,0.2077,0.0,False,False,1.5613,1.4794,2.4187,0.6929,0.8445,0.8281,0.2077,,,,,
"1 Everett Avenue, Somerville MA",Everett Avenue,1,42.386698,-71.087635,East Somerville,East Somerville,7,0.2576,East Somerville,0.2576,0.0,False,False,1.5324,1.4353,2.3949,0.6651,0.8459,0.7734,0.2576,,,,,
"26 Everett Avenue, Somerville MA",Everett Avenue,26,42.386811,-71.088979,East Somerville,East Somerville,8,0.2971,East Somerville,0.2971,0.0,False,False,1.4687,1.3663,2.334,0.603,0.809,0.7307,0.2971,,,,,
"50 Everett Avenue, Somerville MA",Everett Avenue,50,42.38716,-71.089065,East Somerville,East Somerville,9,0.2846,East Somerville,0.2846,0.0,False,False,1.4531,1.359,2.3166,0.5862,0.7852,0.7457,0.2846,,,,,
"74 Everett Avenue, Somerville MA",Everett Avenue,74,42.387311,-71.089525,East Somerville,East Somerville,9,0.2972,East Somerville,0.2972,0.0,False,False,1.4275,1.3345,2.2914,0.5608,0.7663,0.7385,0.2972,,,,,
"1 Flint Avenue, Somerville MA",Flint Avenue,1,42.38535,-71.088998,East Somerville,East Somerville,10,0.3739,East Somerville,0.3739,0.0,False,False,1.5202,1.3821,2.3925,0.6638,0.902,0.6592,0.3739,,,,,
"26 Flint Avenue, Somerville MA",Flint Avenue,26,42.385207,-71.08913,East Somerville,East Somerville,10,0.3858,East Somerville,0.3858,0.0,False,False,1.52,1.3776,2.3931,0.6653,0.9089,0.6476,0.3858,,,,,
"50 Flint Avenue, Somerville MA",Flint Avenue,50,42.385343,-71.089028,East Somerville,East Somerville,10,0.3751,East Somerville,0.3751,0.0,False,False,1.5192,1.3807,2.3916,0.6629,0.9019,0.6577,0.3751,,,,,
"74 Flint Avenue, Somerville MA",Flint Avenue,74,42.385475,-71.088939,East Somerville,East Somerville,10,0.3651,East Somerville,0.3651,0.0,False,False,1.5181,1.3833,2.3897,0.6604,0.8951,0.6672,0.3651,,,,,
"1 Flint Street, Somerville MA",Flint Street,1,42.384027,-71.08534,East Somerville,East Somerville,12,0.3963,East Somerville,0.3963,0.0,False,False,1.7268,1.5843,2.5969,0.8662,1.0639,0.7631,0.3963,,,,,
"34 Flint Street, Somerville MA",Flint Street,34,42.384172,-71.086943,East Somerville,East Somerville,11,0.4013,East Somerville,0.4013,0.0,False,False,1.6525,1.5024,2.5252,0.7963,1.018,0.6962,0.4013,,,,,
"67 Flint Street, Somerville MA",Flint Street,67,42.385193,-71.089038,East Somerville,East Somerville,10,0.3839,East Somerville,0.3839,0.0,False,False,1.5244,1.3823,2.3974,0.6694,0.9114,0.6505,0.3839,,,,,
"100 Flint Street, Somerville MA",Flint Street,100,42.385482,-71.090585,East Somerville,East Somerville,12,0.4198,East Somerville,0.4198,0.0,False,False,1.4477,1.301,2.3227,0.5985,0.8674,0.6076,0.4198,,,,,
"133 Flint Street, Somerville MA",Flint Street,133,42.385248,-71.089996,East Somerville,East Somerville,11,0.411,East Somerville,0.411,0.0,False,False,1.4817,1.3338,2.3563,0.6312,0.8917,0.617,0.411,,,,,
"166 Flint Street, Somerville MA",Flint Street,166,42.385653,-71.090217,East Somerville,East Somerville,11,0.3981,East Somerville,0.3981,0.0,False,False,1.4567,1.317,2.3303,0.6036,0.8616,0.6291,0.3981,,,,,
"1 Florence Street, Somerville MA",Florence Street,1,42.394486,-71.093162,East Somerville,East Somerville,14,0.5411,Healey,0.2384,0.3027,True,True,1.0814,1.1942,1.8812,0.3473,0.2384,1.1043,0.5411,,,,,
"26 Florence Street, Somerville MA",Florence Street,26,42.382809,-71.083364,East Somerville,East Somerville,15,0.4842,East Somerville,0.4842,0.0,False,False,1.857,1.703,2.728,0.9974,1.1871,0.8239,0.4842,,,,,
"50 Florence Street, Somerville MA",Florence Street,50,42.383812,-71.083116,East Somerville,East Somerville,13,0.418,East Somerville,0.418,0.0,False,False,1.8315,1.6981,2.6979,0.9669,1.1352,0.86,0.418,,,,,
"74 Florence Street, Somerville MA",Florence Street,74,42.384991,-71.082367,East Somerville,East Somerville,12,0.3497,East Somerville,0.3497,0.0,False,False,1.8251,1.7191,2.6841,0.957,1.091,0.9286,0.3497,,,,,
"1 Foley Street, Somerville MA",Foley Street,1,42.392143,-71.082405,East Somerville,East Somerville,9,0.2036,East Somerville,0.2036,0.0,False,False,1.6516,1.7007,2.4481,0.8371,0.7586,1.2289,0.2036,,,,,
"84 Foley Street, Somerville MA",Foley Street,84,42.392707,-71.081372,East Somerville,East Somerville,9,0.2667,East Somerville,0.2667,0.0,False,False,1.6954,1.7578,2.4817,0.8921,0.7877,1.2933,0.2667,,,,,
"167 Foley Street, Somerville MA",Foley Street,167,42.393211,-71.08016,East Somerville,East Somerville,11,0.3341,East Somerville,0.3341,0.0,False,False,1.7502,1.8238,2.5266,0.957,0.831,1.3612,0.3341,,,,,
"250 Foley Street, Somerville MA",Foley Street,250,42.392835,-71.080605,East Somerville,East Somerville,10,0.2996,East Somerville,0.2996,0.0,False,False,1.7323,1.7977,2.5148,0.9318,0.8198,1.3267,0.2996,,,,,
"333 Foley Street, Somerville MA",Foley Street,333,42.393358,-71.079791,East Somerville,East Somerville,12,0.3545,East Somerville,0.3545,0.0,False,False,1.7672,1.8439,2.5407,0.9769,0.8451,1.3816,0.3545,,,,,
"416 Foley Street, Somerville MA",Foley Street,416,42.392721,-71.081286,East Somerville,East Somerville,9,0.2703,East Somerville,0.2703,0.0,False,False,1.6995,1.7622,2.4854,0.8965,0.7913,1.297,0.2703,,,,,
"1 Fountain Avenue, Somerville MA",Fountain Avenue,1,42.383465,-71.089255,East Somerville,East Somerville,12,0.4916,East Somerville,0.4916,0.0,False,False,1.5843,1.4016,2.4629,0.7472,1.0205,0.5701,0.4916,,,,,
"34 Fountain Avenue, Somerville MA",Fountain Avenue,34,42.383372,-71.087838,East Somerville,East Somerville,13,0.4681,East Somerville,0.4681,0.0,False,False,1.6462,1.4728,2.523,0.8008,1.0508,0.6292,0.4681,,,,,
"67 Fountain Avenue, Somerville MA",Fountain Avenue,67,42.383444,-71.088031,East Somerville,East Somerville,13,0.4669,East Somerville,0.4669,0.0,False,False,1.6354,1.4619,2.5122,0.7904,1.0426,0.623,0.4669,,,,,
"100 Fountain Avenue, Somerville MA",Fountain Avenue,100,42.383248,-71.08849,East Somerville,East Somerville,13,0.4883,East Somerville,0.4883,0.0,False,False,1.6245,1.4434,2.5026,0.7843,1.0472,0.5959,0.4883,,,,,
"133 Fountain Avenue, Somerville MA",Fountain Avenue,133,42.383064,-71.087682,East Somerville,East Somerville,13,0.4856,East Somerville,0.4856,0.0,False,False,1.6652,1.4865,2.5426,0.8216,1.0736,0.6264,0.4856,,,,,
"166 Fountain Avenue, Somerville MA",Fountain Avenue,166,42.383069,-71.08776,East Somerville,East Somerville,13,0.4865,East Somerville,0.4865,0.0,False,False,1.6618,1.4826,2.5393,0.8186,1.0718,0.623,0.4865,,,,,
"1 Franklin Avenue, Somerville MA",Franklin Avenue,1,42.38702,-71.082693,East Somerville,East Somerville,8,0.2148,East Somerville,0.2148,0.0,False,False,1.7489,1.6834,2.596,0.8823,0.9722,0.9849,0.2148,,,,,
"34 Franklin Avenue, Somerville MA",Franklin Avenue,34,42.38278,-71.085102,East Somerville,East Somerville,15,0.4816,East Somerville,0.4816,0.0,False,False,1.7841,1.6183,2.6582,0.9303,1.1457,0.7396,0.4816,,,,,
"67 Franklin Avenue, Somerville MA",Franklin Avenue,67,42.382697,-71.085108,East Somerville,East Somerville,15,0.4873,East Somerville,0.4873,0.0,False,False,1.7871,1.6196,2.6615,0.9339,1.1507,0.7373,0.4873,,,,,
"100 Franklin Avenue, Somerville MA",Franklin Avenue,100,42.382395,-71.084825,East Somerville,East Somerville,15,0.5078,East Somerville,0.5078,0.0,False,False,1.8108,1.6395,2.6857,0.9586,1.1758,0.7441,0.5078,,,,,
"133 Franklin Avenue, Somerville MA",Franklin Avenue,133,42.381593,-71.086029,East Somerville,East Somerville,17,0.5671,East Somerville,0.5671,0.0,False,False,1.7936,1.5987,2.6722,0.9535,1.1997,0.6692,0.5671,,,,,
"166 Franklin Avenue, Somerville MA",Franklin Avenue,166,42.382975,-71.084814,East Somerville,East Somerville,15,0.4677,East Somerville,0.4677,0.0,False,False,1.7888,1.6286,2.6618,0.9327,1.1406,0.7581,0.4677,,,,,
"1 Franklin Place, Somerville MA",Franklin Place,1,42.38702,-71.082693,East Somerville,East Somerville,8,0.2148,East Somerville,0.2148,0.0,False,False,1.7489,1.6834,2.596,0.8823,0.9722,0.9849,0.2148,,,,,
"26 Franklin Place, Somerville MA",Franklin Place,26,42.383294,-71.084867,East Somerville,East Somerville,14,0.4457,East Somerville,0.4457,0.0,False,False,1.7744,1.6202,2.6464,0.9165,1.1199,0.7638,0.4457,,,,,
"50 Franklin Place, Somerville MA",Franklin Place,50,42.383552,-71.084656,East Somerville,East Somerville,13,0.4278,East Somerville,0.4278,0.0,False,False,1.7738,1.6261,2.6445,0.9139,1.1096,0.7807,0.4278,,,,,
"74 Franklin Place, Somerville MA",Franklin Place,74,42.383202,-71.084588,East Somerville,East Somerville,15,0.4521,East Somerville,0.4521,0.0,False,False,1.7898,1.6356,2.6616,0.9316,1.1324,0.7746,0.4521,,,,,
"1 Franklin Street, Somerville MA",Franklin Street,1,42.38702,-71.082693,East Somerville,East Somerville,8,0.2148,East Somerville,0.2148,0.0,False,False,1.7489,1.6834,2.596,0.8823,0.9722,0.9849,0.2148,,,,,
"34 Franklin Street, Somerville MA",Franklin Street,34,42.384806,-71.083845,East Somerville,East Somerville,11,0.3441,East Somerville,0.3441,0.0,False,False,1.7649,1.6473,2.6283,0.8983,1.0574,0.8556,0.3441,,,,,
"67 Franklin Street, Somerville MA",Franklin Street,67,42.382719,-71.085286,East Somerville,East Somerville,15,0.4862,East Somerville,0.4862,0.0,False,False,1.7787,1.6105,2.6534,0.9261,1.1452,0.7293,0.4862,,,,,
