address,street,num,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio Address Line 4","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State / Province","Geocodio Nation","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Building Name","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"4 Princeton Street, Somerville MA 02145","Princeton Street",4,42.392857,-71.10847,1,range_interpolation,"4 Princeton St",,"Somerville, MA 02144",,4,"Princeton St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usnzv8e3myx4pzl638rsawsdcdbd2,
"19 Princeton Street, Somerville MA 02145","Princeton Street",19,42.393201,-71.108243,1,range_interpolation,"19 Princeton St",,"Somerville, MA 02144",,19,"Princeton St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usnzv8e3myx4pzl6nwf3vurxqrg5b,
"34 Princeton Street, Somerville MA 02145","Princeton Street",34,42.392803,-71.107958,1,range_interpolation,"34 Princeton St",,"Somerville, MA 02144",,34,"Princeton St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usnzv8e3myx4pzl6gkr5hkjvzgxzf,
"49 Princeton Street, Somerville MA 02145","Princeton Street",49,42.392415,-71.106647,1,rooftop,"49 Princeton St",,"Somerville, MA 02144",,49,"Princeton St",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnzv8e3myx4pzl6vxmd74mh2j7ga,building_centroid
"57 Princeton Street, Somerville MA 02145","Princeton Street",57,42.392921,-71.107325,1,range_interpolation,"57 Princeton St",,"Somerville, MA 02144",,57,"Princeton St",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usnzv8e3myx4pzl6dvma492dmv5c3,
"2 Rogers Avenue, Somerville MA 02144","Rogers Avenue",2,42.395517,-71.114407,1,rooftop,"2 Rogers Ave",,"Somerville, MA 02144",,2,"Rogers Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnf8zu6wjknw53cn4mfs5x36pkw9,building_centroid
"17 Rogers Avenue, Somerville MA 02144","Rogers Avenue",17,42.395869,-71.11363,1,rooftop,"17 Rogers Ave",,"Somerville, MA 02144",,17,"Rogers Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnf8zu6wjknw53cxk9l8g27ttfg9,building_centroid
"32 Rogers Avenue, Somerville MA 02144","Rogers Avenue",32,42.396531,-71.1137,1,rooftop,"32 Rogers Ave",,"Somerville, MA 02144",,32,"Rogers Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnf8zu6wjknw53ctyrpuy6tstp96,building_centroid
"47 Rogers Avenue, Somerville MA 02144","Rogers Avenue",47,42.396914,-71.112947,1,rooftop,"47 Rogers Ave",,"Somerville, MA 02144",,47,"Rogers Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnf8zu6wjknw53c495nd5y8sdnpf,building_centroid
"62 Rogers Avenue, Somerville MA 02144","Rogers Avenue",62,42.397578,-71.112967,1,rooftop,"62 Rogers Ave",,"Somerville, MA 02144",,62,"Rogers Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnf8zu6wjknw53c8zx927l2tubtc,building_centroid
"77 Rogers Avenue, Somerville MA 02144","Rogers Avenue",77,42.397848,-71.112287,1,rooftop,"77 Rogers Ave",,"Somerville, MA 02144",,77,"Rogers Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnf8zu6wjknw53cgdtl69rrq4mwb,building_centroid
"92 Rogers Avenue, Somerville MA 02144","Rogers Avenue",92,42.398407,-71.112415,1,rooftop,"92 Rogers Ave",,"Somerville, MA 02144",,92,"Rogers Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnf8zu6wjknw53c53xucx6ujn533,building_centroid
"107 Rogers Avenue, Somerville MA 02144","Rogers Avenue",107,42.398147,-71.112501,1,range_interpolation,"107 Rogers Ave",,"Somerville, MA 02144",,107,"Rogers Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usnf8zu6wjknw53csxvdrzhgtssq3,
"122 Rogers Avenue, Somerville MA 02144","Rogers Avenue",122,42.39923,-71.111848,1,rooftop,"122 Rogers Ave",,"Somerville, MA 02144",,122,"Rogers Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnf8zu6wjknw53c7yneah36kecde,building_centroid
"130 Rogers Avenue, Somerville MA 02144","Rogers Avenue",130,42.39935,-71.111782,1,rooftop,"130 Rogers Ave",,"Somerville, MA 02144",,130,"Rogers Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnf8zu6wjknw53ck7dfcgmesjvt2,building_centroid
"10 Warwick Street, Somerville MA 02145","Warwick Street",10,42.394533,-71.110144,1,rooftop,"10 Warwick St",,"Somerville, MA 02145",,10,"Warwick St",,,Somerville,MA,,"Middlesex County",02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usny6lz66z4rssn9rrm62r29wkvud,building_centroid
"25 Warwick Street, Somerville MA 02145","Warwick Street",25,42.393951,-71.109732,1,rooftop,"25 Warwick St",,"Somerville, MA 02145",,25,"Warwick St",,,Somerville,MA,,"Middlesex County",02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnxuuq5uc6zl784ll4sqpvby2bvd,building_centroid
"40 Warwick Street, Somerville MA 02145","Warwick Street",40,42.394005,-71.109888,1,range_interpolation,"40 Warwick St",,"Somerville, MA 02145",,40,"Warwick St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usny6lz66z4rssn9unxyu33t697k5,
"55 Warwick Street, Somerville MA 02145","Warwick Street",55,42.393711,-71.108441,1,range_interpolation,"55 Warwick St",,"Somerville, MA 02145",,55,"Warwick St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usny6lz66z4rssn9uw3722hrnmqe2,
"70 Warwick Street, Somerville MA 02145","Warwick Street",70,42.393703,-71.10919,1,range_interpolation,"70 Warwick St",,"Somerville, MA 02145",,70,"Warwick St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usny6lz66z4rssn9j2lwfkal6f33h,
"85 Warwick Street, Somerville MA 02145","Warwick Street",85,42.394109,-71.108284,1,range_interpolation,"85 Warwick St",,"Somerville, MA 02145",,85,"Warwick St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usny6lz66z4rssn9pz48j2uvdekkc,
"94 Warwick Street, Somerville MA 02145","Warwick Street",94,42.393466,-71.108632,1,range_interpolation,"94 Warwick St",,"Somerville, MA 02145",,94,"Warwick St",,,Somerville,MA,,"Middlesex County",02145,US,,"TIGER/Line® from the US Census Bureau",gcod_usny6lz66z4rssn9m52qrf6c4ms2d,
"130 Willow Avenue, Somerville MA 02144","Willow Avenue",130,42.39545,-71.116194,1,rooftop,"130 Willow Ave",,"Somerville, MA 02144",,130,"Willow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnm9hv77dgkaxc4xslhfhaxkhmw6,building_centroid
"145 Willow Avenue, Somerville MA 02144","Willow Avenue",145,42.395828,-71.115803,1,range_interpolation,"145 Willow Ave",,"Somerville, MA 02144",,145,"Willow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usnm9hv77dgkaxc4zzxae2lurted4,
"160 Willow Avenue, Somerville MA 02144","Willow Avenue",160,42.396468,-71.115434,0.91,nearest_rooftop_match,"164 Willow Ave",,"Somerville, MA 02144",,164,"Willow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnm9hv77dgkaxc4gqarwffmkmvnh,building_centroid
"175 Willow Avenue, Somerville MA 02144","Willow Avenue",175,42.396825,-71.115119,1,range_interpolation,"175 Willow Ave",,"Somerville, MA 02144",,175,"Willow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usnm9hv77dgkaxc4azb23enkw7z87,
"190 Willow Avenue, Somerville MA 02144","Willow Avenue",190,42.39716,-71.114525,1,range_interpolation,"190 Willow Ave",,"Somerville, MA 02144",,190,"Willow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usnm9hv77dgkaxc44cqblytbdb75a,
"205 Willow Avenue, Somerville MA 02144","Willow Avenue",205,42.397701,-71.114517,1,range_interpolation,"205 Willow Ave",,"Somerville, MA 02144",,205,"Willow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usnm9hv77dgkaxc4pb2kpunrxe8a3,
"220 Willow Avenue, Somerville MA 02144","Willow Avenue",220,42.398138,-71.113857,1,range_interpolation,"220 Willow Ave",,"Somerville, MA 02144",,220,"Willow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usnm9hv77dgkaxc43gw4qjauuwtcg,
"235 Willow Avenue, Somerville MA 02144","Willow Avenue",235,42.398561,-71.113502,1,rooftop,"235 Willow Ave",,"Somerville, MA 02144",,235,"Willow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnm9hv77dgkaxc4msjllmt3yr2g8,building_centroid
"250 Willow Avenue, Somerville MA 02144","Willow Avenue",250,42.399009,-71.113764,1,rooftop,"250 Willow Ave",,"Somerville, MA 02144",,250,"Willow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnm9hv77dgkaxc4gscbsdrxlhz29,building_centroid
"265 Willow Avenue, Somerville MA 02144","Willow Avenue",265,42.399396,-71.112984,1,rooftop,"265 Willow Ave",,"Somerville, MA 02144",,265,"Willow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnm9hv77dgkaxc4kbwvbegxettu9,building_centroid
"275 Willow Avenue, Somerville MA 02144","Willow Avenue",275,42.399705,-71.112768,1,rooftop,"275 Willow Ave",,"Somerville, MA 02144",,275,"Willow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnm9hv77dgkaxc4yhwbcza36cl78,building_centroid
"5 Wilson Avenue, Somerville MA 02144","Wilson Avenue",5,42.398399,-71.108965,1,rooftop,"5 Wilson Ave",,"Somerville, MA 02145",,5,"Wilson Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn7y86dt4cdgby4j3mgsrsveddue,building_centroid
"20 Wilson Avenue, Somerville MA 02144","Wilson Avenue",20,42.397898,-71.10894,1,rooftop,"20 Wilson Ave",,"Somerville, MA 02145",,20,"Wilson Ave",,,Somerville,MA,,"Middlesex County",02145,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usn7y86dt4cdgby4ck2z9sgw687x8,building_centroid
"11 Winslow Avenue, Somerville MA 02144","Winslow Avenue",11,42.397053,-71.121142,1,rooftop,"11 Winslow Ave",,"Somerville, MA 02144",,11,"Winslow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnj4yalstsjq856xrecpnk7dcdwh,building_centroid
"26 Winslow Avenue, Somerville MA 02144","Winslow Avenue",26,42.397133,-71.120398,1,rooftop,"26 Winslow Ave",,"Somerville, MA 02144",,26,"Winslow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnj4yalstsjq856qrfu3bcauycwc,building_centroid
"41 Winslow Avenue, Somerville MA 02144","Winslow Avenue",41,42.39683,-71.119615,1,range_interpolation,"41 Winslow Ave",,"Somerville, MA 02144",,41,"Winslow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usnj4yalstsjq856ty7almle9mth2,
"56 Winslow Avenue, Somerville MA 02144","Winslow Avenue",56,42.396622,-71.119198,1,rooftop,"56 Winslow Ave",,"Somerville, MA 02144",,56,"Winslow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnj4yalstsjq856ajazd5bs7uqze,building_centroid
"71 Winslow Avenue, Somerville MA 02144","Winslow Avenue",71,42.396195,-71.118844,1,rooftop,"71 Winslow Ave",,"Somerville, MA 02144",,71,"Winslow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnj4yalstsjq856jvalrgqla4txa,building_centroid
"86 Winslow Avenue, Somerville MA 02144","Winslow Avenue",86,42.395976,-71.118296,1,range_interpolation,"86 Winslow Ave",,"Somerville, MA 02144",,86,"Winslow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"TIGER/Line® from the US Census Bureau",gcod_usnj4yalstsjq8567h3vszj2f4f3h,
"99 Winslow Avenue, Somerville MA 02144","Winslow Avenue",99,42.395953,-71.118226,0.94,nearest_rooftop_match,"97 Winslow Ave",,"Somerville, MA 02144",,97,"Winslow Ave",,,Somerville,MA,,"Middlesex County",02144,US,,"Office of Geographic Information (MassGIS), Commonwealth of Massachusetts, MassIT",gcod_usnj4yalstsjq8565chfkyraynwec,building_centroid
